"Town","FIPS","Year","Admission Type","Measure Type","Variable","Value"
"Scotland","0901567400","2016","Mental Health","Rate (per 10,000)","Margins of Error",-9999
"Scotland","0901567400","2016","Mental Health and Substance Abuse","Number","DMHAS Admissions",-9999
"Scotland","0901567400","2016","Mental Health and Substance Abuse","Percent","DMHAS Admissions",-9999
"Scotland","0901567400","2016","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Scotland","0901567400","2016","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Scotland","0901567400","2016","Substance Abuse","Number","DMHAS Admissions",-9999
"Scotland","0901567400","2016","Substance Abuse","Percent","DMHAS Admissions",-9999
"Scotland","0901567400","2016","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Scotland","0901567400","2016","Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Scotland","0901567400","2016","Total","Number","DMHAS Admissions",19
"Scotland","0901567400","2016","Total","Rate (per 10,000)","DMHAS Admissions",112.83
"Scotland","0901567400","2016","Total","Rate (per 10,000)","Margins of Error",8.58
"Scotland","0901567400","2017","Mental Health","Number","DMHAS Admissions",-9999
"Scotland","0901567400","2017","Mental Health","Percent","DMHAS Admissions",-9999
"Scotland","0901567400","2017","Mental Health","Rate (per 10,000)","DMHAS Admissions",-9999
"Scotland","0901567400","2017","Mental Health","Rate (per 10,000)","Margins of Error",-9999
"Scotland","0901567400","2017","Mental Health and Substance Abuse","Number","DMHAS Admissions",-9999
"Scotland","0901567400","2017","Mental Health and Substance Abuse","Percent","DMHAS Admissions",-9999
"Scotland","0901567400","2017","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Scotland","0901567400","2017","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Scotland","0901567400","2017","Substance Abuse","Number","DMHAS Admissions",-9999
"Scotland","0901567400","2017","Substance Abuse","Percent","DMHAS Admissions",-9999
"Scotland","0901567400","2017","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Scotland","0901567400","2017","Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Scotland","0901567400","2017","Total","Number","DMHAS Admissions",23
"Scotland","0901567400","2017","Total","Rate (per 10,000)","DMHAS Admissions",136.01
"Scotland","0901567400","2017","Total","Rate (per 10,000)","Margins of Error",11.42
"Scotland","0901567400","2018","Mental Health","Number","DMHAS Admissions",-9999
"Scotland","0901567400","2018","Mental Health","Percent","DMHAS Admissions",-9999
"Scotland","0901567400","2018","Mental Health","Rate (per 10,000)","DMHAS Admissions",-9999
"Scotland","0901567400","2018","Mental Health","Rate (per 10,000)","Margins of Error",-9999
"Scotland","0901567400","2018","Mental Health and Substance Abuse","Number","DMHAS Admissions",-9999
"Scotland","0901567400","2018","Mental Health and Substance Abuse","Percent","DMHAS Admissions",-9999
"Scotland","0901567400","2018","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Scotland","0901567400","2018","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Scotland","0901567400","2018","Substance Abuse","Number","DMHAS Admissions",-9999
"Scotland","0901567400","2018","Substance Abuse","Percent","DMHAS Admissions",-9999
"Scotland","0901567400","2018","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Scotland","0901567400","2018","Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Scotland","0901567400","2018","Total","Number","DMHAS Admissions",21
"Scotland","0901567400","2018","Total","Rate (per 10,000)","DMHAS Admissions",127.04
"Scotland","0901567400","2018","Total","Rate (per 10,000)","Margins of Error",12.6
"Scotland","0901567400","2019","Mental Health","Number","DMHAS Admissions",-9999
"Scotland","0901567400","2019","Mental Health","Percent","DMHAS Admissions",-9999
"Scotland","0901567400","2019","Mental Health","Rate (per 10,000)","DMHAS Admissions",-9999
"Scotland","0901567400","2019","Mental Health","Rate (per 10,000)","Margins of Error",-9999
"Scotland","0901567400","2019","Mental Health and Substance Abuse","Number","DMHAS Admissions",0
"Scotland","0901567400","2019","Mental Health and Substance Abuse","Percent","DMHAS Admissions",-9999
"Scotland","0901567400","2019","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",0
"Scotland","0901567400","2019","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",0
"Scotland","0901567400","2019","Substance Abuse","Number","DMHAS Admissions",-9999
"Scotland","0901567400","2019","Substance Abuse","Percent","DMHAS Admissions",-9999
"Scotland","0901567400","2019","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Scotland","0901567400","2019","Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Scotland","0901567400","2019","Total","Number","DMHAS Admissions",-9999
"Scotland","0901567400","2019","Total","Rate (per 10,000)","DMHAS Admissions",-9999
"Scotland","0901567400","2019","Total","Rate (per 10,000)","Margins of Error",-9999
"Scotland","0901567400","2020","Mental Health","Number","DMHAS Admissions",-9999
"Scotland","0901567400","2020","Mental Health","Percent","DMHAS Admissions",-9999
"Scotland","0901567400","2020","Mental Health","Rate (per 10,000)","DMHAS Admissions",-9999
"Scotland","0901567400","2020","Mental Health","Rate (per 10,000)","Margins of Error",-9999
"Scotland","0901567400","2020","Mental Health and Substance Abuse","Number","DMHAS Admissions",0
"Scotland","0901567400","2020","Mental Health and Substance Abuse","Percent","DMHAS Admissions",-9999
"Scotland","0901567400","2020","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",0
"Scotland","0901567400","2020","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",0
"Scotland","0901567400","2020","Substance Abuse","Number","DMHAS Admissions",-9999
"Scotland","0901567400","2020","Substance Abuse","Percent","DMHAS Admissions",-9999
"Scotland","0901567400","2020","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Scotland","0901567400","2020","Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Scotland","0901567400","2020","Total","Number","DMHAS Admissions",-9999
"Scotland","0901567400","2020","Total","Rate (per 10,000)","DMHAS Admissions",-9999
"Scotland","0901567400","2020","Total","Rate (per 10,000)","Margins of Error",-9999
"Seymour","0900967610","2010","Mental Health","Number","DMHAS Admissions",217
"Seymour","0900967610","2010","Mental Health","Percent","DMHAS Admissions",47.38
"Seymour","0900967610","2010","Mental Health","Rate (per 10,000)","DMHAS Admissions",132.58
"Seymour","0900967610","2010","Mental Health","Rate (per 10,000)","Margins of Error",0.19
"Seymour","0900967610","2010","Mental Health and Substance Abuse","Number","DMHAS Admissions",31
"Seymour","0900967610","2010","Mental Health and Substance Abuse","Percent","DMHAS Admissions",6.77
"Seymour","0900967610","2010","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",18.94
"Seymour","0900967610","2010","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",0.03
"Seymour","0900967610","2010","Substance Abuse","Number","DMHAS Admissions",210
"Seymour","0900967610","2010","Substance Abuse","Percent","DMHAS Admissions",45.85
"Seymour","0900967610","2010","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",128.31
"Seymour","0900967610","2010","Substance Abuse","Rate (per 10,000)","Margins of Error",0.18
"Seymour","0900967610","2010","Total","Number","DMHAS Admissions",458
"Seymour","0900967610","2010","Total","Rate (per 10,000)","DMHAS Admissions",279.83
"Seymour","0900967610","2010","Total","Rate (per 10,000)","Margins of Error",0.39
"Seymour","0900967610","2011","Mental Health","Number","DMHAS Admissions",219
"Seymour","0900967610","2011","Mental Health","Percent","DMHAS Admissions",48.56
"Seymour","0900967610","2011","Mental Health","Rate (per 10,000)","DMHAS Admissions",133.2
"Seymour","0900967610","2011","Mental Health","Rate (per 10,000)","Margins of Error",0.29
"Seymour","0900967610","2011","Mental Health and Substance Abuse","Number","DMHAS Admissions",26
"Seymour","0900967610","2011","Mental Health and Substance Abuse","Percent","DMHAS Admissions",5.76
"Seymour","0900967610","2011","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",15.81
"Seymour","0900967610","2011","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",0.03
"Seymour","0900967610","2011","Substance Abuse","Number","DMHAS Admissions",206
"Seymour","0900967610","2011","Substance Abuse","Percent","DMHAS Admissions",45.68
"Seymour","0900967610","2011","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",125.29
"Seymour","0900967610","2011","Substance Abuse","Rate (per 10,000)","Margins of Error",0.27
"Seymour","0900967610","2011","Total","Number","DMHAS Admissions",451
"Seymour","0900967610","2011","Total","Rate (per 10,000)","DMHAS Admissions",274.3
"Seymour","0900967610","2011","Total","Rate (per 10,000)","Margins of Error",0.6
"Seymour","0900967610","2012","Mental Health","Number","DMHAS Admissions",221
"Seymour","0900967610","2012","Mental Health","Percent","DMHAS Admissions",48.89
"Seymour","0900967610","2012","Mental Health","Rate (per 10,000)","DMHAS Admissions",134.05
"Seymour","0900967610","2012","Mental Health","Rate (per 10,000)","Margins of Error",0.31
"Seymour","0900967610","2012","Mental Health and Substance Abuse","Number","DMHAS Admissions",28
"Seymour","0900967610","2012","Mental Health and Substance Abuse","Percent","DMHAS Admissions",6.19
"Seymour","0900967610","2012","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",16.98
"Seymour","0900967610","2012","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",0.04
"Seymour","0900967610","2012","Substance Abuse","Number","DMHAS Admissions",203
"Seymour","0900967610","2012","Substance Abuse","Percent","DMHAS Admissions",44.91
"Seymour","0900967610","2012","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",123.13
"Seymour","0900967610","2012","Substance Abuse","Rate (per 10,000)","Margins of Error",0.28
"Seymour","0900967610","2012","Total","Number","DMHAS Admissions",452
"Seymour","0900967610","2012","Total","Rate (per 10,000)","DMHAS Admissions",274.16
"Seymour","0900967610","2012","Total","Rate (per 10,000)","Margins of Error",0.63
"Seymour","0900967610","2013","Mental Health","Number","DMHAS Admissions",243
"Seymour","0900967610","2013","Mental Health","Percent","DMHAS Admissions",51.37
"Seymour","0900967610","2013","Mental Health","Rate (per 10,000)","DMHAS Admissions",146.96
"Seymour","0900967610","2013","Mental Health","Rate (per 10,000)","Margins of Error",0.21
"Seymour","0900967610","2013","Mental Health and Substance Abuse","Number","DMHAS Admissions",25
"Seymour","0900967610","2013","Mental Health and Substance Abuse","Percent","DMHAS Admissions",5.29
"Seymour","0900967610","2013","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",15.12
"Seymour","0900967610","2013","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",0.02
"Seymour","0900967610","2013","Substance Abuse","Number","DMHAS Admissions",205
"Seymour","0900967610","2013","Substance Abuse","Percent","DMHAS Admissions",43.34
"Seymour","0900967610","2013","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",123.98
"Seymour","0900967610","2013","Substance Abuse","Rate (per 10,000)","Margins of Error",0.18
"Seymour","0900967610","2013","Total","Number","DMHAS Admissions",473
"Seymour","0900967610","2013","Total","Rate (per 10,000)","DMHAS Admissions",286.06
"Seymour","0900967610","2013","Total","Rate (per 10,000)","Margins of Error",0.42
"Seymour","0900967610","2014","Mental Health","Number","DMHAS Admissions",242
"Seymour","0900967610","2014","Mental Health","Percent","DMHAS Admissions",52.72
"Seymour","0900967610","2014","Mental Health","Rate (per 10,000)","DMHAS Admissions",146.21
"Seymour","0900967610","2014","Mental Health","Rate (per 10,000)","Margins of Error",0.25
"Seymour","0900967610","2014","Mental Health and Substance Abuse","Number","DMHAS Admissions",29
"Seymour","0900967610","2014","Mental Health and Substance Abuse","Percent","DMHAS Admissions",6.32
"Seymour","0900967610","2014","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",17.52
"Seymour","0900967610","2014","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",0.03
"Seymour","0900967610","2014","Substance Abuse","Number","DMHAS Admissions",188
"Seymour","0900967610","2014","Substance Abuse","Percent","DMHAS Admissions",40.96
"Seymour","0900967610","2014","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",113.59
"Seymour","0900967610","2014","Substance Abuse","Rate (per 10,000)","Margins of Error",0.19
"Seymour","0900967610","2014","Total","Number","DMHAS Admissions",459
"Seymour","0900967610","2014","Total","Rate (per 10,000)","DMHAS Admissions",277.32
"Seymour","0900967610","2014","Total","Rate (per 10,000)","Margins of Error",0.47
"Seymour","0900967610","2015","Mental Health","Number","DMHAS Admissions",250
"Seymour","0900967610","2015","Mental Health","Percent","DMHAS Admissions",54.59
"Seymour","0900967610","2015","Mental Health","Rate (per 10,000)","DMHAS Admissions",151.1
"Seymour","0900967610","2015","Mental Health","Rate (per 10,000)","Margins of Error",0.25
"Seymour","0900967610","2015","Mental Health and Substance Abuse","Number","DMHAS Admissions",30
"Seymour","0900967610","2015","Mental Health and Substance Abuse","Percent","DMHAS Admissions",6.55
"Seymour","0900967610","2015","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",18.13
"Seymour","0900967610","2015","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",0.03
"Seymour","0900967610","2015","Substance Abuse","Number","DMHAS Admissions",178
"Seymour","0900967610","2015","Substance Abuse","Percent","DMHAS Admissions",38.86
"Seymour","0900967610","2015","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",107.59
"Seymour","0900967610","2015","Substance Abuse","Rate (per 10,000)","Margins of Error",0.18
"Seymour","0900967610","2015","Total","Number","DMHAS Admissions",458
"Seymour","0900967610","2015","Total","Rate (per 10,000)","DMHAS Admissions",276.82
"Seymour","0900967610","2015","Total","Rate (per 10,000)","Margins of Error",0.45
"Seymour","0900967610","2016","Mental Health","Number","DMHAS Admissions",229
"Seymour","0900967610","2016","Mental Health","Percent","DMHAS Admissions",41.26
"Seymour","0900967610","2016","Mental Health","Rate (per 10,000)","DMHAS Admissions",138.45
"Seymour","0900967610","2016","Mental Health","Rate (per 10,000)","Margins of Error",0.22
"Seymour","0900967610","2016","Mental Health and Substance Abuse","Number","DMHAS Admissions",30
"Seymour","0900967610","2016","Mental Health and Substance Abuse","Percent","DMHAS Admissions",5.41
"Seymour","0900967610","2016","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",18.14
"Seymour","0900967610","2016","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",0.03
"Seymour","0900967610","2016","Substance Abuse","Number","DMHAS Admissions",296
